RecordType	SystemIdentity	FileNum	SwitchNum	CallingNum	CallingIMSI	CalledNum	CalledIMSI	DateS	TimeS	TimeType	CallPeriod	CallingCellID	CalledCellID	ServiceType	Transfer	IncomingTrunk	OutgoingTrunk	MSRN	CalledNum2	FCIFlag	callrecTime	EventProcessedUtcTime	PartitionId	EventEnqueuedUtcTime
MO	d0	111	China	234589399	466922000696024	456742333	262021390056324	20220412		0	232			V	1		418	1416960750071			2022-04-12T03:40:03Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:03.6690000Z
MO	d0	16	China	456703382	466920401237309	456715611	466920403025604	20220412		1	864			b	1		614	886932428927			2022-04-12T03:43:54Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:03.8720000Z
MO	d0	115	Germany	345663540	466920401237309	345606894	466922202679249	20220412		2	0			V	0		424	886932428876			2022-04-12T03:40:04Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:04.2000000Z
MO	d0	117	Australia	012338932	466923100098619	678981744	466920401237309	20220412		0	0			S	0		426	1418986850453			2022-04-12T03:40:04Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:04.3310000Z
MO	d0	119	Germany	123473012	466922200432822	345601068	466921302209862	20220412		1	0			a	0		424	886932428258			2022-04-12T03:40:04Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:04.4870000Z
MO	d0	121	Australia	567895835	262021390056324	234567941	466922202546859	20220412		2	0			b	0		409	1416916990491			2022-04-12T03:40:04Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:04.6590000Z
MO	d0	123	Australia	234580940	466921602131264	234550853	262021390056324	20220412		1	0			a	0		420				2022-04-12T03:40:04Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:04.7990000Z
MO	d0	127	China	456712180	466921402416657	567888154	466920401237309	20220412		3	0			V	1		F	886932429242			2022-04-12T03:40:05Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:05.2520000Z
MO	d0	129	Australia		466921402237651		466922000696024	F		0	0			S	0		609	1416960750071			0001-01-01T00:00:00	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:05.3930000Z
MO	d0	132	Germany	456791710	466922201102759	789004222	466921602343040	20220412		1	0			V	1		418	886932429626			2022-04-12T03:40:05Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:05.7210000Z
MO	d0	134	China	789065492	466923100098619	789041190	466921302209862	20220412		2	0			V	0		420	886937415371			2022-04-12T03:40:05Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:05.9400000Z
MO	d0	138	UK	345677721	466921402416657	456743298	466921602131264	20220412		0	0			S	0		300	1418986850453			2022-04-12T03:40:06Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:06.2840000Z
MO	d0	142	UK	012324067	466921402416657	345601853	466920403025604	20220412		2	612			a	0		402	886932429825			2022-04-12T03:40:09Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:09.0730000Z
MO	d0	143	China	234585525	466921402416657	123474468	466922202679249	20220412		2	0			a	1		420	1418986850453			2022-04-12T03:40:09Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:09.2290000Z
MO	d0	145	UK		466923100098619		466921200135361	F		1	0			a	1		402	886932429507			0001-01-01T00:00:00	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:09.3890000Z
MO	d0	147	US	789001513	466921602131264	234567069	466922202679249	20220412		3	0			S	0		402	1417955696232			2022-04-12T03:40:09Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:09.7020000Z
MO	d0	150	Germany	567871907	466922200432822	234562145	466922000696024	20220412		1	345			V	0		609	886932428112			2022-04-12T03:40:09Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:10.0140000Z
MO	d0	22	US	123428644	466923101048691	678927869	466922702341485	20220412		1	649			V	0		405	886932428112			2022-04-12T03:51:55Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:10.4520000Z
MO	d0	155	Australia	789000661	466923101048691	345629737	466921602343040	20220412		1	0			b	0		442				2022-04-12T03:40:10Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:10.6010000Z
MO	d0	157	UK	789043999	466920401237309	789046630	262021390056324	20220412		3	0			a	1		422	14290800033338			2022-04-12T03:40:10Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:10.7880000Z
MO	d0	161	US	012386511	466922702341485	345610024	466920401237309	20220412		2	0			S	1		400	886932428927			2022-04-12T03:40:11Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:11.1010000Z
MO	d0	163	UK	789014356	466922200432822	678951167	466921602131264	20220412		0	0			S	0		614	886932428258			2022-04-12T03:40:11Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:11.3830000Z
MO	d0	170	US		262021390056324		466921200135361	F		3	0			b	0		609	14290800033338			0001-01-01T00:00:00	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:12.4460000Z
MO	d0	174	US	345602773	466921602131264	012363881	466921302209862	20220412		2	681			a	1		411	1417955696232			2022-04-12T03:40:13Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:13.0390000Z
MO	d0	175	China	678908438	466922702341485	234556691	466923300236137	20220412		2	0			S	1		402	886932423548			2022-04-12T03:40:13Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:13.2270000Z
MO	d0	180	Germany	234503697	466921402237651	678938650	466921602343040	20220412		2	0			V	1		424	1412930064972			2022-04-12T03:40:13Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:13.9610000Z
MO	d0	182	China	123483987	262021390056324	567835717	466923101048691	20220412		3	0			V	0		423	1412930064972			2022-04-12T03:40:14Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:14.2110000Z
MO	d0	184	Australia	012347724	466923100098619	567897741	466922702346260	20220412		0	0			a	0		420	1416960750071			2022-04-12T03:40:14Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:14.3830000Z
MO	d0	188	US	567838160	466921402237651	678966511	466920400352400	20220412		0	0			a	0		411	886932428112			2022-04-12T03:40:14Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:14.6960000Z
MO	d0	24	US	456783522	466922202679249	234537001	262021390056324	20220412		3	905			V	0		300	1415982715962			2022-04-12T03:44:55Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:14.7580000Z
MO	d0	26	Germany	345640417	466922702341485	789053053	466922200432822	20220412		3	911			S	0		418	886932429827			2022-04-12T03:42:55Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:15.5860000Z
MO	d0	199	Germany	789096620	262021390056324	567841876	466923200779222	20220412		1	609			S	0		614	886932429979			2022-04-12T03:40:15Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:15.9140000Z
MO	d0	203	UK	123430772	466920401237309	234598751	466921602131264	20220412		1	204			a	1		442	1412930064972			2022-04-12T03:40:16Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:16.3990000Z
MO	d0	210	China	012383461	466921402416657	012369013	466922202679249	20220412		0	0			S	1		419	886932428876			2022-04-12T03:40:17Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:17.2430000Z
MO	d0	212	Germany	234561558	466921602131264	789040143	466922200432822	20220412		0	0			S	0		423	886932428927			2022-04-12T03:40:17Z	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:17.3990000Z
MO	d0	214	Germany		466921402237651		466921602131264	F		0	0			a	1		420	1416916990491			0001-01-01T00:00:00	2022-04-12T03:40:17.8773638Z	1	2022-04-12T03:40:17.5710000Z
MO	d0	220	Germany	567877986	466921402416657	456720484	466921602131264	20220412		2	0			S	1		419	886932428306			2022-04-12T03:40:18Z	2022-04-12T03:40:18.2523318Z	1	2022-04-12T03:40:18.1960000Z
MO	d0	224	Germany	234511541	466922201102759	234544174	466922202546859	20220412		2	0			V	0		614	1416960750071			2022-04-12T03:40:18Z	2022-04-12T03:40:18.7053922Z	1	2022-04-12T03:40:18.5090000Z
MO	d0	226	Australia	234537540	466922201102759	234578317	466923300236137	20220412		3	0			b	1		409	1416960750071			2022-04-12T03:40:18Z	2022-04-12T03:40:18.7053922Z	1	2022-04-12T03:40:18.6650000Z
MO	d0	31	US	345650346	466921402237651	789055419	466923101048691	20220412		0	686			V	1		614	886932428306			2022-04-12T03:53:56Z	2022-04-12T03:40:19.0648324Z	1	2022-04-12T03:40:19.0250000Z
MO	d0	232	US	567881005	466922000696024	789044860	466920401237309	20220412		1	0			V	1		442	14290800303585			2022-04-12T03:40:19Z	2022-04-12T03:40:19.2835913Z	1	2022-04-12T03:40:19.1970000Z
MO	d0	239	US		262021390056324		466923200408045	F		1	0			S	1		421				0001-01-01T00:00:00	2022-04-12T03:40:20.0507002Z	1	2022-04-12T03:40:19.9010000Z
MO	d0	243	Germany	789057951	466922200432822	678947704	466923300507919	20220412		0	0			a	0		411	1415982715962			2022-04-12T03:40:20Z	2022-04-12T03:40:20.4899860Z	1	2022-04-12T03:40:20.3850000Z
MO	d0	245	Australia	567841405	466923100098619	678919500	466923300236137	20220412		2	0			V	1		422	886932429155			2022-04-12T03:40:20Z	2022-04-12T03:40:20.5992789Z	1	2022-04-12T03:40:20.5410000Z
MO	d0	247	US	789011861	466921402237651	123483064	466922002560205	20220412		2	0			b	1		402	886932429979			2022-04-12T03:40:20Z	2022-04-12T03:40:20.9274122Z	1	2022-04-12T03:40:20.6970000Z
MO	d0	251	Germany	234574722	262021390056324	567888874	466923000464324	20220412		0	0			a	0		425	1417955696232			2022-04-12T03:40:21Z	2022-04-12T03:40:21.2555915Z	1	2022-04-12T03:40:21.0260000Z
MO	d0	255	Germany	678916029	466922702341485	012300243	466921402416657	20220412		0	0			V	1		425	1415982715962			2022-04-12T03:40:21Z	2022-04-12T03:40:21.4899019Z	1	2022-04-12T03:40:21.4630000Z
MO	d0	261	Australia	123408674	262021390056324	345624466	466922000696024	20220412		2	575			V	0		420	1412983121877			2022-04-12T03:40:21Z	2022-04-12T03:40:22.1580865Z	1	2022-04-12T03:40:21.9470000Z
MO	d0	262	China	789025763	466921402416657	234544554	466923100807296	20220412		0	0			S	1		442	886932429155			2022-04-12T03:40:22Z	2022-04-12T03:40:22.1580865Z	1	2022-04-12T03:40:22.1040000Z
MO	d0	264	China	789025936	466922702341485	345667234	466922000696024	20220412		1	210			V	0		621	886932428688			2022-04-12T03:40:22Z	2022-04-12T03:40:22.4855725Z	1	2022-04-12T03:40:22.2600000Z
MO	d0	38	US	012343178	466921602131264	789029170	466920401237309	20220412		2	164			V	0		F	886932429979			2022-04-12T04:01:56Z	2022-04-12T03:40:22.8137025Z	1	2022-04-12T03:40:22.7130000Z
MO	d0	42	Germany	789065453	466922000696024	789099747	466923300236137	20220412		3	106			S	1		418	1417955696232			2022-04-12T04:06:57Z	2022-04-12T03:40:23.4387891Z	1	2022-04-12T03:40:23.4010000Z
MO	d0	276	China	456711127	466920401237309	678977834	466923200779222	20220412		1	197			V	1		609				2022-04-12T03:40:23Z	2022-04-12T03:40:23.7682395Z	1	2022-04-12T03:40:23.7290000Z
MO	d0	277	US	234566530	466921402237651	789060439	466921302209862	20220412		0	0			S	0		442	1417955696232			2022-04-12T03:40:23Z	2022-04-12T03:40:23.9870843Z	1	2022-04-12T03:40:23.8850000Z
MO	d0	279	US	234527241	466922702341485	012340199	466923300507919	20220412		1	22			b	0		442	1412983121877			2022-04-12T03:40:24Z	2022-04-12T03:40:24.1120116Z	1	2022-04-12T03:40:24.0410000Z
MO	d0	282	Germany	012370240	466922202679249	234546804	466922702346260	20220412		3	0			b	0		424	886932428258			2022-04-12T03:40:24Z	2022-04-12T03:40:24.4558420Z	1	2022-04-12T03:40:24.3570000Z
MO	d0	288	US	567846602	262021390056324	234525684	466921302209862	20220412		2	347			S	0		424	886937415371			2022-04-12T03:40:24Z	2022-04-12T03:40:25.0026441Z	1	2022-04-12T03:40:24.9040000Z
MO	d0	292	Australia	345600001	262021390056324	345626688	466923101048691	20220412		3	0			V	0		442	1412983121877			2022-04-12T03:40:25Z	2022-04-12T03:40:25.4573229Z	1	2022-04-12T03:40:25.3880000Z
MO	d0	298	UK	789038747	466922201102759	567851557	466923100098619	20220412		0	0			S	1		419	1415980332015			2022-04-12T03:40:25Z	2022-04-12T03:40:25.8963669Z	1	2022-04-12T03:40:25.8730000Z
MO	d0	46	UK	678920360	466923101048691	123405012	466920401237309	20220412		1	914			b	0		418	1417955696232			2022-04-12T04:07:57Z	2022-04-12T03:40:26.2244032Z	1	2022-04-12T03:40:26.0760000Z
MO	d0	305	Germany	123435402	466920401237309	678953154	466922000696024	20220412		3	0			S	0		443	886932423548			2022-04-12T03:40:26Z	2022-04-12T03:40:26.6750134Z	1	2022-04-12T03:40:26.5760000Z
MO	d0	310	Germany	123466706	466921402416657	345638591	466921200135361	20220412		0	211			b	0		300	886932429825			2022-04-12T03:40:27Z	2022-04-12T03:40:27.1124976Z	1	2022-04-12T03:40:27.0600000Z
MO	d0	311	China	456737500	466921402237651	567813838	466923200408045	20220412		1	0			b	1		424	1412930064972			2022-04-12T03:40:27Z	2022-04-12T03:40:27.4422796Z	1	2022-04-12T03:40:27.2160000Z
MO	d0	313	UK	678948811	466922702341485	789066322	466923000886460	20220412		1	0			S	0		300	886932428242			2022-04-12T03:40:27Z	2022-04-12T03:40:27.4422796Z	1	2022-04-12T03:40:27.3730000Z
MO	d0	321	Germany		466923101048691		466922702341485	F		0	0			V	1		425	886932429626			0001-01-01T00:00:00	2022-04-12T03:40:28.2094047Z	1	2022-04-12T03:40:27.9980000Z
MO	d0	324	Germany		466920401237309		466922202546859	F		3	0			V	1		423	886932428134			0001-01-01T00:00:00	2022-04-12T03:40:28.6156313Z	1	2022-04-12T03:40:28.3100000Z
MO	d0	49	US	456717112	466921402416657	456741757	466921602131264	20220412		2	983			a	1		418	886932429979			2022-04-12T03:47:57Z	2022-04-12T03:40:29.0531600Z	1	2022-04-12T03:40:29.0130000Z
MO	d0	330	Germany	345640093	466923101048691	789060838	466922202613463	20220412		1	0			b	1		423	886932428258			2022-04-12T03:40:29Z	2022-04-12T03:40:29.3969828Z	1	2022-04-12T03:40:29.1850000Z
MO	d0	334	UK		466923101048691		262021390056324	F		1	0			b	0		418	1412983121877			0001-01-01T00:00:00	2022-04-12T03:40:29.7250161Z	1	2022-04-12T03:40:29.4980000Z
MO	d0	335	Australia	789060408	466921402416657	456722735	466922200432822	20220412		3	0			V	1		300	886932428242			2022-04-12T03:40:29Z	2022-04-12T03:40:29.7250161Z	1	2022-04-12T03:40:29.6700000Z
MO	d0	337	US	456764054	466922702341485	789058327	466922200432822	20220412		2	242			V	0		F	14290800033338			2022-04-12T03:40:29Z	2022-04-12T03:40:29.9453389Z	1	2022-04-12T03:40:29.8880000Z
MO	d0	340	Australia	123438857	466922202679249	567818862	466923100098619	20220412		3	162			V	0		623	1417955696232			2022-04-12T03:40:30Z	2022-04-12T03:40:30.2752198Z	1	2022-04-12T03:40:30.2160000Z
MO	d0	341	US	123462761	466923101048691	012309426	466923200779222	20220412		2	0			V	1		425	14290800033338			2022-04-12T03:40:30Z	2022-04-12T03:40:30.6189929Z	1	2022-04-12T03:40:30.3730000Z
MO	d0	347	US	567890873	466922000696024	123484613	466923100807296	20220412		2	0			V	0		400	1412930064972			2022-04-12T03:40:30Z	2022-04-12T03:40:30.9470962Z	1	2022-04-12T03:40:30.8580000Z
MO	d0	53	UK	567811961	466922200432822	012375936	466922202613463	20220412		1	740			V	1		426	886932428258			2022-04-12T04:01:58Z	2022-04-12T03:40:31.1814821Z	1	2022-04-12T03:40:31.0770000Z
MO	d0	351	Germany	123493600	466922202679249	456711874	466921302209862	20220412		0	0			b	1		300	1412930064972			2022-04-12T03:40:31Z	2022-04-12T03:40:31.2908542Z	1	2022-04-12T03:40:31.2360000Z
MO	d0	355	US	012393085	466922201102759	789060741	466922202546859	20220412		1	0			a	0		423	886932428258			2022-04-12T03:40:31Z	2022-04-12T03:40:31.6260746Z	1	2022-04-12T03:40:31.5640000Z
MO	d0	359	US	789054016	466920401237309	456719624	466921602131264	20220412		0	0			a	0		442	886932428688			2022-04-12T03:40:31Z	2022-04-12T03:40:32.0655189Z	1	2022-04-12T03:40:31.8760000Z
MO	d0	366	Australia		466921402416657		466923300507919	F		3	0			b	0		424	1412930064972			0001-01-01T00:00:00	2022-04-12T03:40:32.9542831Z	1	2022-04-12T03:40:32.6420000Z
MO	d0	368	Germany	567858180	466923101048691	012339366	466923300236137	20220412		3	0			S	1		419	886932429825			2022-04-12T03:40:33Z	2022-04-12T03:40:33.1730351Z	1	2022-04-12T03:40:33.0640000Z
MO	d0	371	UK	456780947	466921602131264	234526948	466920401237309	20220412		3	414			S	0		422	1415982715962			2022-04-12T03:40:33Z	2022-04-12T03:40:33.6105255Z	1	2022-04-12T03:40:33.4080000Z
MO	d0	372	UK	567861495	466923101048691	012354784	466923100807296	20220412		2	0			b	0		421	886932428134			2022-04-12T03:40:33Z	2022-04-12T03:40:33.7199123Z	1	2022-04-12T03:40:33.6260000Z
MO	d0	374	China		466921402416657		466922202679249	F		0	0			b	0		609	886932429021			0001-01-01T00:00:00	2022-04-12T03:40:33.8307539Z	1	2022-04-12T03:40:33.7830000Z
MO	d0	377	Australia	012388671	466922702341485	456749026	466922200432822	20220412		1	89			b	0		420	1416955584542			2022-04-12T03:40:34Z	2022-04-12T03:40:34.1588183Z	1	2022-04-12T03:40:34.0950000Z
MO	d0	57	Germany	345683911	466921402237651	345645954	466923200779222	20220412		2	360			V	1		423	886932428242			2022-04-12T04:04:58Z	2022-04-12T03:40:34.3775410Z	1	2022-04-12T03:40:34.2980000Z
MO	d0	383	Germany	012385506	466922200432822	567847459	466923200408045	20220412		3	0			a	0		621	1415982715962			2022-04-12T03:40:34Z	2022-04-12T03:40:34.8307697Z	1	2022-04-12T03:40:34.7980000Z
MO	d0	385	China	789093261	262021390056324	345655077	466922000696024	20220412		2	0			V	1		426	1416916990491			2022-04-12T03:40:34Z	2022-04-12T03:40:35.1603034Z	1	2022-04-12T03:40:34.9550000Z
MO	d0	389	Australia	345652173	466921602131264	567889644	466920401237309	20220412		0	0			S	1		614	1417955696232			2022-04-12T03:40:35Z	2022-04-12T03:40:35.4884046Z	1	2022-04-12T03:40:35.2830000Z
MO	d0	393	Australia	012370816	466921402416657	678938627	466922202546859	20220412		0	0			V	1		419	1415982715962			2022-04-12T03:40:35Z	2022-04-12T03:40:35.7071787Z	1	2022-04-12T03:40:35.6440000Z
MO	d0	395	Germany	567865815	466921402416657	567851896	466922000696024	20220412		1	0			b	1		402	1417955696232			2022-04-12T03:40:35Z	2022-04-12T03:40:35.8184429Z	1	2022-04-12T03:40:35.7980000Z
MO	d0	399	UK	012391036	466922201102759	123412549	466923101048691	20220412		0	0			S	0		442	886932428258			2022-04-12T03:40:36Z	2022-04-12T03:40:36.1464879Z	1	2022-04-12T03:40:36.1260000Z
MO	d0	401	Australia	234552608	466922000696024	789029717	466923101048691	20220412		0	0			V	0		609	886932428688			2022-04-12T03:40:36Z	2022-04-12T03:40:36.4746327Z	1	2022-04-12T03:40:36.2980000Z
MO	d0	403	UK	789003805	466922202679249	123431403	466921302209862	20220412		0	0			V	0		402	886932428688			2022-04-12T03:40:36Z	2022-04-12T03:40:36.5820128Z	1	2022-04-12T03:40:36.4550000Z
MO	d0	409	Germany	456723895	466922201102759	234584636	466922000696024	20220412		2	0			b	1		421	886932429825			2022-04-12T03:40:37Z	2022-04-12T03:40:37.2538952Z	1	2022-04-12T03:40:37.1730000Z
MO	d0	411	Australia	678961233	466922200432822	456792913	466920400352400	20220412		1	74			a	1		419	886932429626			2022-04-12T03:40:37Z	2022-04-12T03:40:37.3759418Z	1	2022-04-12T03:40:37.3240000Z
MO	d0	417	China	123424370	466922200432822	123468592	466923300236137	20220412		3	0			S	0		420	1417955696232			2022-04-12T03:40:38Z	2022-04-12T03:40:38.3619340Z	1	2022-04-12T03:40:38.1730000Z
MO	d0	419	UK	456705559	466921602131264	345677635	466921602131264	20220412		1	0			V	0		442	1412930064972			2022-04-12T03:40:38Z	2022-04-12T03:40:38.3619340Z	1	2022-04-12T03:40:38.3300000Z
MO	d0	423	China	234527987	466923100098619	567862102	466923101048691	20220412		1	0			S	0		418	886932429155			2022-04-12T03:40:38Z	2022-04-12T03:40:38.7995533Z	1	2022-04-12T03:40:38.7050000Z
MO	d0	425	UK	345646506	466922201102759	789079561	466922000696024	20220412		1	580			a	1		442	886932429825			2022-04-12T03:40:38Z	2022-04-12T03:40:38.9087144Z	1	2022-04-12T03:40:38.8610000Z
MO	d0	427	China	012333091	466922200432822	789001655	466922200432822	20220412		2	0			S	1		426	886932423548			2022-04-12T03:40:39Z	2022-04-12T03:40:39.2369242Z	1	2022-04-12T03:40:39.1730000Z
MO	d0	429	US	789024660	466921402416657	567884485	262021390056324	20220412		0	0			b	1		621	886932428306			2022-04-12T03:40:39Z	2022-04-12T03:40:39.5649765Z	1	2022-04-12T03:40:39.3300000Z
MO	d0	437	UK		466920401237309		466922702341485	F		2	0			b	1		421	886932428112			0001-01-01T00:00:00	2022-04-12T03:40:40.3366391Z	1	2022-04-12T03:40:40.2990000Z
MO	d0	438	Germany	678982030	466921402416657	012336173	466923300236137	20220412		3	0			b	0		402				2022-04-12T03:40:40Z	2022-04-12T03:40:40.6647984Z	1	2022-04-12T03:40:40.4550000Z
MO	d0	440	Australia	789008293	262021390056324	567813129	466923200779222	20220412		3	0			V	0		405	1418986850453			2022-04-12T03:40:40Z	2022-04-12T03:40:40.6647984Z	1	2022-04-12T03:40:40.6110000Z
MO	d0	67	UK	123423495	466922200432822	456774326	466921402416657	20220412		2	760			a	1		426	1415980332015			2022-04-12T03:44:59Z	2022-04-12T03:40:40.7741421Z	1	2022-04-12T03:40:40.6740000Z
MO	d0	442	Australia		466923101048691		466922702341485	F		2	0			b	0		400	886932428258			0001-01-01T00:00:00	2022-04-12T03:40:40.8991444Z	1	2022-04-12T03:40:40.8300000Z
MO	d0	443	Australia	012311752	466921602131264	123486980	466922200432822	20220412		2	0			V	1		420	886932428134			2022-04-12T03:40:40Z	2022-04-12T03:40:41.1179798Z	1	2022-04-12T03:40:40.9860000Z
MO	d0	448	US	123456730	466921402416657	012378979	466923100807296	20220412		1	0			a	0		422	1418986850453			2022-04-12T03:40:41Z	2022-04-12T03:40:41.5626268Z	1	2022-04-12T03:40:41.4860000Z
MO	d0	463	UK	012349971	466922200432822	234542405	466921200135361	20220412		1	0			a	1		442	886937415371			2022-04-12T03:40:43Z	2022-04-12T03:40:43.1091652Z	1	2022-04-12T03:40:43.0810000Z
MO	d0	73	Australia	345679215	466921402416657	123488342	466920403025604	20220412		1	187			b	1		402	886932428688			2022-04-12T03:51:59Z	2022-04-12T03:40:43.8281501Z	1	2022-04-12T03:40:43.7680000Z
MO	d0	475	China	678938780	466921402416657	456718143	466920400352400	20220412		3	701			S	1		409	886932429825			2022-04-12T03:40:44Z	2022-04-12T03:40:44.5950610Z	1	2022-04-12T03:40:44.3940000Z
MO	d0	476	Australia	234510665	262021390056324	456734510	466921200135361	20220412		3	0			S	1		424	886932429155			2022-04-12T03:40:44Z	2022-04-12T03:40:44.5950610Z	1	2022-04-12T03:40:44.5500000Z
MO	d0	76	Australia	123407139	466922202679249	456754007	466922200432822	20220412		2	848			b	0		418	886937415371			2022-04-12T03:41:00Z	2022-04-12T03:40:45.2526936Z	1	2022-04-12T03:40:45.2380000Z
MO	d0	485	UK	345670798	466922201102759	234576562	262021390056324	20220412		2	590			V	1		621	14290800303585			2022-04-12T03:40:45Z	2022-04-12T03:40:45.5808974Z	1	2022-04-12T03:40:45.5510000Z
MO	d0	486	US	678995765	466922201102759	234526234	466923100807296	20220412		2	0			V	0		425	14290800033338			2022-04-12T03:40:45Z	2022-04-12T03:40:45.7995821Z	1	2022-04-12T03:40:45.7070000Z
MO	d0	489	Germany	567876287	466920401237309	345628052	466922202546859	20220412		3	0			S	1		424	886932429242			2022-04-12T03:40:46Z	2022-04-12T03:40:46.2388684Z	1	2022-04-12T03:40:46.0190000Z
MO	d0	491	US	345698607	466923100098619	789082688	466921200135361	20220412		0	0			S	0		418	886937415371			2022-04-12T03:40:46Z	2022-04-12T03:40:46.3481449Z	1	2022-04-12T03:40:46.2380000Z
MO	d0	499	Germany		466921602131264		466922702341485	F		2	0			V	0		442	886932429021			0001-01-01T00:00:00	2022-04-12T03:40:47.0032881Z	1	2022-04-12T03:40:46.8710000Z
MO	d0	503	UK	789043694	466921602131264	678932038	466921602131264	20220412		3	0			a	0		418				2022-04-12T03:40:47Z	2022-04-12T03:40:47.5481542Z	1	2022-04-12T03:40:47.3550000Z
MO	d0	509	Germany	567813183	466923100098619	678992225	466921602131264	20220412		3	0			b	1		426				2022-04-12T03:40:47Z	2022-04-12T03:40:48.0964318Z	1	2022-04-12T03:40:47.8890000Z
MO	d0	515	UK		466922201102759		466922002560205	F		1	0			V	0		609	886932429155			0001-01-01T00:00:00	2022-04-12T03:40:48.4245664Z	1	2022-04-12T03:40:48.3900000Z
MO	d0	518	UK	234596843	466923101048691	123495085	466920400352400	20220412		0	0			b	1		623	1412930064972			2022-04-12T03:40:48Z	2022-04-12T03:40:48.7526778Z	1	2022-04-12T03:40:48.7030000Z
MO	d0	523	Australia	123418509	466922201102759	345601242	466922201102759	20220412		0	550			V	1		422	886932429979			2022-04-12T03:40:49Z	2022-04-12T03:40:49.2527663Z	1	2022-04-12T03:40:49.1870000Z
MO	d0	525	UK	234522808	466921402237651	456779700	466921402416657	20220412		2	788			V	0		418	886932429626			2022-04-12T03:40:49Z	2022-04-12T03:40:49.6902702Z	1	2022-04-12T03:40:49.5000000Z
MO	d0	526	Australia	567871292	466920401237309	678918131	466922702341485	20220412		1	0			S	0		426	1416955584542			2022-04-12T03:40:49Z	2022-04-12T03:40:49.7996670Z	1	2022-04-12T03:40:49.7180000Z
MO	d0	86	Germany	234504514	466923100098619	456728914	466922000696024	20220412		3	438			V	1		614	886932429021			2022-04-12T04:09:01Z	2022-04-12T03:40:50.4589017Z	1	2022-04-12T03:40:50.3900000Z
MO	d0	542	US	345628369	466922702341485	123468245	466923000886460	20220412		2	0			S	1		F	886932429507			2022-04-12T03:40:51Z	2022-04-12T03:40:51.4432534Z	1	2022-04-12T03:40:51.3590000Z
MO	d0	552	US	123465490	466921402237651	234519189	466921402416657	20220412		2	87			S	0		621	886932428258			2022-04-12T03:40:52Z	2022-04-12T03:40:52.5633233Z	1	2022-04-12T03:40:52.3590000Z
MO	d0	553	China	678998912	466921602131264	345683271	466920403025604	20220412		0	0			V	1		423	886932429021			2022-04-12T03:40:52Z	2022-04-12T03:40:52.5633233Z	1	2022-04-12T03:40:52.5150000Z
MO	d0	565	Australia	789028688	466921602131264	678961143	466921402237651	20220412		2	0			V	0		411	886932428876			2022-04-12T03:40:53Z	2022-04-12T03:40:53.5633374Z	1	2022-04-12T03:40:53.5330000Z
MO	d0	568	US	456788370	466922202679249	012327274	466922000696024	20220412		3	0			b	1		443	886932429979			2022-04-12T03:40:53Z	2022-04-12T03:40:54.1272617Z	1	2022-04-12T03:40:53.9080000Z
MO	d0	572	UK	789073950	466923100098619	345666934	466922202546859	20220412		1	0			V	1		300	886932428134			2022-04-12T03:40:54Z	2022-04-12T03:40:54.4553736Z	1	2022-04-12T03:40:54.2390000Z
